image_id,class,path,split
8ba8480f-21e0-4f0b-9ff8-6ba810f5be29.jpg,normal,images\normal\8ba8480f-21e0-4f0b-9ff8-6ba810f5be29.jpg,train
fcb3cbca-c7ba-4497-930c-ccc08fe66a3e.jpg,polyp,images\polyp\fcb3cbca-c7ba-4497-930c-ccc08fe66a3e.jpg,train
40a0a356-949a-4e78-b789-545169a5205b.jpg,inflammation,images\inflammation\40a0a356-949a-4e78-b789-545169a5205b.jpg,train
767122af-7f52-4f7a-8341-6be9e02d00f4.jpg,inflammation,images\inflammation\767122af-7f52-4f7a-8341-6be9e02d00f4.jpg,train
beccf7c5-d047-4643-8fac-41299a57065f.jpg,ulcer,images\ulcer\beccf7c5-d047-4643-8fac-41299a57065f.jpg,train
1ee6942d-f0c8-4d07-9b9b-fe39037072de.jpg,polyp,images\polyp\1ee6942d-f0c8-4d07-9b9b-fe39037072de.jpg,train
c8227701-0d2d-4b8b-bc03-2dbb7c1a4bf2.jpg,normal,images\normal\c8227701-0d2d-4b8b-bc03-2dbb7c1a4bf2.jpg,train
32398c1b-39a7-41cd-b3a1-4e449b5e0173.jpg,normal,images\normal\32398c1b-39a7-41cd-b3a1-4e449b5e0173.jpg,train
e3ebb076-3f1a-404b-8b52-8113f9d50e9a.jpg,normal,images\normal\e3ebb076-3f1a-404b-8b52-8113f9d50e9a.jpg,train
a2e5c1e8-9c9d-4fb5-91ba-fc201a12235f.jpg,normal,images\normal\a2e5c1e8-9c9d-4fb5-91ba-fc201a12235f.jpg,train
58a982d4-e968-436d-af80-e8d247da1aa6.jpg,normal,images\normal\58a982d4-e968-436d-af80-e8d247da1aa6.jpg,train
f89d1039-ecef-401d-87a5-fbdec7b72a67.jpg,normal,images\normal\f89d1039-ecef-401d-87a5-fbdec7b72a67.jpg,train
33df0879-6860-4dfc-87c1-42ecfc791214.jpg,normal,images\normal\33df0879-6860-4dfc-87c1-42ecfc791214.jpg,train
49ec1434-c021-4f11-8c94-356ef41f8abf.jpg,polyp,images\polyp\49ec1434-c021-4f11-8c94-356ef41f8abf.jpg,train
cebd5aa8-7a60-4f40-8dda-b3f88dfeab2a.jpg,normal,images\normal\cebd5aa8-7a60-4f40-8dda-b3f88dfeab2a.jpg,train
32f8e684-da76-48e2-a766-efa053a098b2.jpg,inflammation,images\inflammation\32f8e684-da76-48e2-a766-efa053a098b2.jpg,train
64f95643-ecca-4319-b6ec-d0dcda14a303.jpg,normal,images\normal\64f95643-ecca-4319-b6ec-d0dcda14a303.jpg,train
8d2cf243-5438-4fce-8cfd-278ee2b4cae6.jpg,polyp,images\polyp\8d2cf243-5438-4fce-8cfd-278ee2b4cae6.jpg,train
cf73baf7-5783-48fa-b146-0d0d67f8eeec.jpg,normal,images\normal\cf73baf7-5783-48fa-b146-0d0d67f8eeec.jpg,train
62b5072f-6161-4d27-804e-fe6f4355565f.jpg,normal,images\normal\62b5072f-6161-4d27-804e-fe6f4355565f.jpg,train
9c22e738-7b6e-4f84-8815-7ec733248e5d.jpg,normal,images\normal\9c22e738-7b6e-4f84-8815-7ec733248e5d.jpg,train
a38ee33c-5fd3-4308-a5e1-88b99c731c05.jpg,normal,images\normal\a38ee33c-5fd3-4308-a5e1-88b99c731c05.jpg,train
584a8080-861e-4fe6-b2d7-efa1b1150b4a.jpg,normal,images\normal\584a8080-861e-4fe6-b2d7-efa1b1150b4a.jpg,train
be199670-284b-4731-9208-781ac24fdd4a.jpg,polyp,images\polyp\be199670-284b-4731-9208-781ac24fdd4a.jpg,train
0901cb71-3f85-4d4a-b5e4-67f7b614f692.jpg,normal,images\normal\0901cb71-3f85-4d4a-b5e4-67f7b614f692.jpg,train
24f43649-a62c-4cd1-aaaa-815e24758a88.jpg,polyp,images\polyp\24f43649-a62c-4cd1-aaaa-815e24758a88.jpg,train
3d69522a-e450-4e56-999e-34c642ae95ea.jpg,normal,images\normal\3d69522a-e450-4e56-999e-34c642ae95ea.jpg,train
74f97d98-33f8-4088-9402-5310cc4fe831.jpg,normal,images\normal\74f97d98-33f8-4088-9402-5310cc4fe831.jpg,train
a9cb7bcb-23d1-47f8-ba44-3d154bd89a19.jpg,normal,images\normal\a9cb7bcb-23d1-47f8-ba44-3d154bd89a19.jpg,train
0e5baf9d-cdca-417d-83a1-a7da116e923c.jpg,polyp,images\polyp\0e5baf9d-cdca-417d-83a1-a7da116e923c.jpg,train
452d09bc-699a-4aaf-94d0-5478598e3bdd.jpg,normal,images\normal\452d09bc-699a-4aaf-94d0-5478598e3bdd.jpg,train
aa46c9b6-75c3-4699-8f33-0330073c95ea.jpg,polyp,images\polyp\aa46c9b6-75c3-4699-8f33-0330073c95ea.jpg,train
8f68157a-6ccc-4882-8160-07a4d5a037ba.jpg,polyp,images\polyp\8f68157a-6ccc-4882-8160-07a4d5a037ba.jpg,train
7409f9d4-bc14-4f73-b69c-85ef04b5ff14.jpg,normal,images\normal\7409f9d4-bc14-4f73-b69c-85ef04b5ff14.jpg,train
229e996a-0382-4a0d-871e-9519ba5146c5.jpg,normal,images\normal\229e996a-0382-4a0d-871e-9519ba5146c5.jpg,train
bb420dba-6d27-4e5a-8bc3-4b48790753a6.jpg,ulcer,images\ulcer\bb420dba-6d27-4e5a-8bc3-4b48790753a6.jpg,train
63aca197-d1f7-4f68-a882-e3f9c5452cb6.jpg,normal,images\normal\63aca197-d1f7-4f68-a882-e3f9c5452cb6.jpg,train
a709766c-0f40-4c19-8a29-9dcb0550c5a6.jpg,inflammation,images\inflammation\a709766c-0f40-4c19-8a29-9dcb0550c5a6.jpg,train
a635a23a-c2f1-435a-a31b-e2aca7173dbc.jpg,polyp,images\polyp\a635a23a-c2f1-435a-a31b-e2aca7173dbc.jpg,train
b42073e6-1a0b-4bda-b2da-a5badd96066d.jpg,normal,images\normal\b42073e6-1a0b-4bda-b2da-a5badd96066d.jpg,train
14bc0fa7-960c-451f-bf38-3bb33bc4954e.jpg,ulcer,images\ulcer\14bc0fa7-960c-451f-bf38-3bb33bc4954e.jpg,train
5aa79819-dcd4-403b-afbb-d28068217c8e.jpg,normal,images\normal\5aa79819-dcd4-403b-afbb-d28068217c8e.jpg,train
4c3ba172-a7ed-4e55-a29b-e87f4ad4b0e2.jpg,polyp,images\polyp\4c3ba172-a7ed-4e55-a29b-e87f4ad4b0e2.jpg,train
4ba73b7d-cda4-44c2-9905-3ff329aff7af.jpg,normal,images\normal\4ba73b7d-cda4-44c2-9905-3ff329aff7af.jpg,train
16d67d05-9ccf-41b4-a906-9382b9277fcb.jpg,ulcer,images\ulcer\16d67d05-9ccf-41b4-a906-9382b9277fcb.jpg,train
052b1a76-5694-4542-8903-4f0209a6203c.jpg,normal,images\normal\052b1a76-5694-4542-8903-4f0209a6203c.jpg,train
6fd4bd19-ee8c-4408-b019-534c3ed7d722.jpg,normal,images\normal\6fd4bd19-ee8c-4408-b019-534c3ed7d722.jpg,train
6e8b5713-235e-4a44-826e-20147074e9d3.jpg,normal,images\normal\6e8b5713-235e-4a44-826e-20147074e9d3.jpg,train
a93a8358-7d9c-4b45-8b93-5978fcda516e.jpg,polyp,images\polyp\a93a8358-7d9c-4b45-8b93-5978fcda516e.jpg,train
e77fc0b3-cf2a-4d6c-a4a2-f4574e68509e.jpg,normal,images\normal\e77fc0b3-cf2a-4d6c-a4a2-f4574e68509e.jpg,train
7fe1d5c6-90bc-4a9b-b267-c119c56fc83a.jpg,normal,images\normal\7fe1d5c6-90bc-4a9b-b267-c119c56fc83a.jpg,train
71e1408f-3e82-43a8-9a01-8c574ddd84d8.jpg,polyp,images\polyp\71e1408f-3e82-43a8-9a01-8c574ddd84d8.jpg,train
8ca692c0-a425-482d-8f5a-49ab13869159.jpg,normal,images\normal\8ca692c0-a425-482d-8f5a-49ab13869159.jpg,train
7659b339-749e-4ce5-9647-15d2bc69e6ed.jpg,polyp,images\polyp\7659b339-749e-4ce5-9647-15d2bc69e6ed.jpg,train
ee400847-47ea-4dc8-addf-fe35371fad25.jpg,ulcer,images\ulcer\ee400847-47ea-4dc8-addf-fe35371fad25.jpg,train
14bff06b-64b4-448b-b1a1-354dc6562745.jpg,normal,images\normal\14bff06b-64b4-448b-b1a1-354dc6562745.jpg,train
c0c13a70-57e8-4fa3-8376-5a987c793da0.jpg,polyp,images\polyp\c0c13a70-57e8-4fa3-8376-5a987c793da0.jpg,train
6cdaeffb-a0b9-43a7-a43e-ad247a2a740c.jpg,normal,images\normal\6cdaeffb-a0b9-43a7-a43e-ad247a2a740c.jpg,train
0f60e8ad-25de-4660-91db-7aad6365a6a2.jpg,normal,images\normal\0f60e8ad-25de-4660-91db-7aad6365a6a2.jpg,train
7a8969bd-7005-4ad6-9738-e0b9a912df15.jpg,polyp,images\polyp\7a8969bd-7005-4ad6-9738-e0b9a912df15.jpg,train
af228a30-78a6-4619-893e-1ab4a7e00181.jpg,normal,images\normal\af228a30-78a6-4619-893e-1ab4a7e00181.jpg,train
6ac10c56-3962-4c82-b5c1-c2830bd1f147.jpg,ulcer,images\ulcer\6ac10c56-3962-4c82-b5c1-c2830bd1f147.jpg,train
92952d94-4cc0-4e8e-82cc-747f6df9f4ba.jpg,polyp,images\polyp\92952d94-4cc0-4e8e-82cc-747f6df9f4ba.jpg,train
c9d308b5-41a2-47eb-9d92-2816658eaf29.jpg,polyp,images\polyp\c9d308b5-41a2-47eb-9d92-2816658eaf29.jpg,train
64961719-edeb-4ce8-9177-7ad112dd682b.jpg,normal,images\normal\64961719-edeb-4ce8-9177-7ad112dd682b.jpg,train
35ac0118-2a8f-4e5d-bb78-5dbed4c943d0.jpg,normal,images\normal\35ac0118-2a8f-4e5d-bb78-5dbed4c943d0.jpg,train
f727ea1b-7c14-4de1-a573-0c32e228ab4b.jpg,normal,images\normal\f727ea1b-7c14-4de1-a573-0c32e228ab4b.jpg,train
e8cfc4a0-2c92-4e8f-88ec-4efd6951533b.jpg,normal,images\normal\e8cfc4a0-2c92-4e8f-88ec-4efd6951533b.jpg,train
da70491c-cdaf-45bc-a73e-f7ae7cfdc670.jpg,normal,images\normal\da70491c-cdaf-45bc-a73e-f7ae7cfdc670.jpg,train
e57a0f0f-3ecc-4f01-acb9-ab14557a3909.jpg,polyp,images\polyp\e57a0f0f-3ecc-4f01-acb9-ab14557a3909.jpg,train
267978a1-d81e-4830-b4ad-6ecc8fe53fe3.jpg,normal,images\normal\267978a1-d81e-4830-b4ad-6ecc8fe53fe3.jpg,train
60841dc1-8e33-43c0-85cc-353d2c2bf37d.jpg,polyp,images\polyp\60841dc1-8e33-43c0-85cc-353d2c2bf37d.jpg,train
f133280e-0803-497a-972b-9d6f49170154.jpg,ulcer,images\ulcer\f133280e-0803-497a-972b-9d6f49170154.jpg,train
47fc3c69-9a52-410a-aee7-846a58f1ead9.jpg,normal,images\normal\47fc3c69-9a52-410a-aee7-846a58f1ead9.jpg,train
59f15786-2997-452d-90f5-b95efef8fb4b.jpg,polyp,images\polyp\59f15786-2997-452d-90f5-b95efef8fb4b.jpg,train
a395c011-9913-4519-8ffe-ca9bf46dc43b.jpg,normal,images\normal\a395c011-9913-4519-8ffe-ca9bf46dc43b.jpg,train
cbe40940-831f-4d15-b64e-a928e9b359b2.jpg,normal,images\normal\cbe40940-831f-4d15-b64e-a928e9b359b2.jpg,train
d4ebedc4-a17e-453c-b98d-623db8b1bd92.jpg,normal,images\normal\d4ebedc4-a17e-453c-b98d-623db8b1bd92.jpg,train
dd133813-b018-478c-a969-dea05a7f6acb.jpg,normal,images\normal\dd133813-b018-478c-a969-dea05a7f6acb.jpg,train
7f2c3562-6849-486e-87de-26723b152c07.jpg,polyp,images\polyp\7f2c3562-6849-486e-87de-26723b152c07.jpg,train
cc83269d-6695-423b-80b0-f7b045e40852.jpg,normal,images\normal\cc83269d-6695-423b-80b0-f7b045e40852.jpg,train
b9ea86a2-15c1-43f8-95cb-afcd8be3a426.jpg,normal,images\normal\b9ea86a2-15c1-43f8-95cb-afcd8be3a426.jpg,train
7e07f870-f03b-4b23-a22f-00631a357426.jpg,normal,images\normal\7e07f870-f03b-4b23-a22f-00631a357426.jpg,train
ac2a74ba-b4b3-47e3-9714-badfe7c98bae.jpg,polyp,images\polyp\ac2a74ba-b4b3-47e3-9714-badfe7c98bae.jpg,train
9637a443-6bb5-4711-805a-c81e76347cc4.jpg,normal,images\normal\9637a443-6bb5-4711-805a-c81e76347cc4.jpg,train
8e1d84f7-9c4a-4e4a-8d3e-cb2420fac2ad.jpg,normal,images\normal\8e1d84f7-9c4a-4e4a-8d3e-cb2420fac2ad.jpg,train
e72c7813-cf8a-4950-aabc-e11d366a69b7.jpg,ulcer,images\ulcer\e72c7813-cf8a-4950-aabc-e11d366a69b7.jpg,train
73638e28-5a3e-4f97-b41b-d77e2af354ea.jpg,polyp,images\polyp\73638e28-5a3e-4f97-b41b-d77e2af354ea.jpg,train
4e1f9be2-5a77-4d89-a35e-8f25bd3aec97.jpg,polyp,images\polyp\4e1f9be2-5a77-4d89-a35e-8f25bd3aec97.jpg,train
cb6743a0-2d34-4cc1-b66f-0bf019e576d4.jpg,normal,images\normal\cb6743a0-2d34-4cc1-b66f-0bf019e576d4.jpg,train
007bcee7-a272-4e74-b10d-78d4d7816678.jpg,inflammation,images\inflammation\007bcee7-a272-4e74-b10d-78d4d7816678.jpg,train
db02cabf-7145-4a73-9c0e-29f22e1afa8d.jpg,polyp,images\polyp\db02cabf-7145-4a73-9c0e-29f22e1afa8d.jpg,train
545dd982-f266-4558-a6a4-f8ba6943aa73.jpg,polyp,images\polyp\545dd982-f266-4558-a6a4-f8ba6943aa73.jpg,train
9778bb7d-cc48-4dd4-afc0-702a7babcf54.jpg,normal,images\normal\9778bb7d-cc48-4dd4-afc0-702a7babcf54.jpg,train
192ee356-af63-4339-882a-a2ff3d9ec6ee.jpg,normal,images\normal\192ee356-af63-4339-882a-a2ff3d9ec6ee.jpg,train
cc7c1b6c-a01c-46cc-a485-0ac13d5501a1.jpg,normal,images\normal\cc7c1b6c-a01c-46cc-a485-0ac13d5501a1.jpg,train
8f9c8f1a-26b3-4e9c-b3af-3405b882bcc5.jpg,polyp,images\polyp\8f9c8f1a-26b3-4e9c-b3af-3405b882bcc5.jpg,train
359d8887-2aae-4dfc-a27d-f9b8e181712d.jpg,normal,images\normal\359d8887-2aae-4dfc-a27d-f9b8e181712d.jpg,train
c10fe3c1-eaaa-4836-aee1-c69fdf5a9d24.jpg,polyp,images\polyp\c10fe3c1-eaaa-4836-aee1-c69fdf5a9d24.jpg,train
62999de6-65cd-45f2-96ce-35c609cec786.jpg,normal,images\normal\62999de6-65cd-45f2-96ce-35c609cec786.jpg,train
24d78199-c427-4f8d-a1a9-534591368c36.jpg,polyp,images\polyp\24d78199-c427-4f8d-a1a9-534591368c36.jpg,train
698ef645-2001-4c69-be40-1f8d0519bed0.jpg,polyp,images\polyp\698ef645-2001-4c69-be40-1f8d0519bed0.jpg,train
e85b8233-9da7-4697-a459-0a513a00c729.jpg,inflammation,images\inflammation\e85b8233-9da7-4697-a459-0a513a00c729.jpg,train
42d78982-4f6b-4c80-ba4d-1e45216a9f4b.jpg,normal,images\normal\42d78982-4f6b-4c80-ba4d-1e45216a9f4b.jpg,train
7661180d-3ba8-4049-bda2-8708d811932e.jpg,normal,images\normal\7661180d-3ba8-4049-bda2-8708d811932e.jpg,train
91effdee-1c44-413a-8127-df38ca0e2b57.jpg,polyp,images\polyp\91effdee-1c44-413a-8127-df38ca0e2b57.jpg,train
aa211783-c52a-4311-b483-3114fc764532.jpg,normal,images\normal\aa211783-c52a-4311-b483-3114fc764532.jpg,train
1641150f-db3b-46e2-91c3-a17db5b23140.jpg,normal,images\normal\1641150f-db3b-46e2-91c3-a17db5b23140.jpg,train
37c20bc5-2642-4c0d-8292-924f975cf8a3.jpg,normal,images\normal\37c20bc5-2642-4c0d-8292-924f975cf8a3.jpg,train
db7e99ab-be5e-4ee9-a2eb-32a8c426c5ab.jpg,ulcer,images\ulcer\db7e99ab-be5e-4ee9-a2eb-32a8c426c5ab.jpg,train
c25c66b5-bf3b-419a-b2ab-4c90a15c8bc3.jpg,normal,images\normal\c25c66b5-bf3b-419a-b2ab-4c90a15c8bc3.jpg,train
268dbbbe-31d9-421d-b3f4-564c47b37457.jpg,normal,images\normal\268dbbbe-31d9-421d-b3f4-564c47b37457.jpg,train
7a9a7e1a-52be-4f53-a2c6-9601e12a94a0.jpg,ulcer,images\ulcer\7a9a7e1a-52be-4f53-a2c6-9601e12a94a0.jpg,train
3f19df0a-6b35-40ac-b986-c117bfd87449.jpg,normal,images\normal\3f19df0a-6b35-40ac-b986-c117bfd87449.jpg,train
4a70ceab-ef94-443c-83d7-530e060d194c.jpg,normal,images\normal\4a70ceab-ef94-443c-83d7-530e060d194c.jpg,train
2d6656b5-1dc0-4192-a465-f37e5b4cac15.jpg,polyp,images\polyp\2d6656b5-1dc0-4192-a465-f37e5b4cac15.jpg,train
8e5413f7-493c-4ffa-9983-79fbc3bb374e.jpg,polyp,images\polyp\8e5413f7-493c-4ffa-9983-79fbc3bb374e.jpg,train
1ec1ffc5-73e2-45d9-8902-e0ee3b35854c.jpg,normal,images\normal\1ec1ffc5-73e2-45d9-8902-e0ee3b35854c.jpg,train
790ffa5b-1b71-4f9d-8fef-c1c8cfba4e95.jpg,polyp,images\polyp\790ffa5b-1b71-4f9d-8fef-c1c8cfba4e95.jpg,train
cde2932f-70d5-4ef3-be35-aa25a729cf00.jpg,normal,images\normal\cde2932f-70d5-4ef3-be35-aa25a729cf00.jpg,train
cc125ee8-a29e-45ab-9e41-37f9a8b985b2.jpg,polyp,images\polyp\cc125ee8-a29e-45ab-9e41-37f9a8b985b2.jpg,train
58983be4-be5a-46a2-9554-f846c1fbfb18.jpg,inflammation,images\inflammation\58983be4-be5a-46a2-9554-f846c1fbfb18.jpg,train
1cf1bfd5-db5a-4be5-88fa-3e0fdba1567e.jpg,polyp,images\polyp\1cf1bfd5-db5a-4be5-88fa-3e0fdba1567e.jpg,train
c8e4d9a4-9eec-42d2-922c-7a5b461d95aa.jpg,normal,images\normal\c8e4d9a4-9eec-42d2-922c-7a5b461d95aa.jpg,train
519fd5b9-f5e0-4ae2-9114-50faf15e736b.jpg,inflammation,images\inflammation\519fd5b9-f5e0-4ae2-9114-50faf15e736b.jpg,train
9f48d821-56f7-4536-8836-1d5f09d859c0.jpg,ulcer,images\ulcer\9f48d821-56f7-4536-8836-1d5f09d859c0.jpg,train
c2c96dc8-5da3-44b1-a7e6-2995c6999b7f.jpg,normal,images\normal\c2c96dc8-5da3-44b1-a7e6-2995c6999b7f.jpg,train
3e2d91f4-8b26-44df-966c-b06a65f0f6e2.jpg,normal,images\normal\3e2d91f4-8b26-44df-966c-b06a65f0f6e2.jpg,train
17059b4e-3611-463b-8d36-ac63bed455d0.jpg,inflammation,images\inflammation\17059b4e-3611-463b-8d36-ac63bed455d0.jpg,train
04f41596-6355-4294-b869-610b96e13cab.jpg,normal,images\normal\04f41596-6355-4294-b869-610b96e13cab.jpg,train
19e0df52-2e0a-4dd0-87df-93225c678374.jpg,normal,images\normal\19e0df52-2e0a-4dd0-87df-93225c678374.jpg,train
1f664e64-81ff-4d94-b5af-f72769c84c69.jpg,ulcer,images\ulcer\1f664e64-81ff-4d94-b5af-f72769c84c69.jpg,train
2a0d652e-a524-4edb-99cc-1d6666a69ef5.jpg,inflammation,images\inflammation\2a0d652e-a524-4edb-99cc-1d6666a69ef5.jpg,train
5b04fbb7-348d-4689-ab4b-1b4032d6215e.jpg,polyp,images\polyp\5b04fbb7-348d-4689-ab4b-1b4032d6215e.jpg,train
b3044633-7f04-4ea8-9174-83011b9f5f81.jpg,normal,images\normal\b3044633-7f04-4ea8-9174-83011b9f5f81.jpg,train
092affdd-aff7-4d45-9057-3d16c0eba755.jpg,polyp,images\polyp\092affdd-aff7-4d45-9057-3d16c0eba755.jpg,train
5b7fc589-e662-4958-8657-294ec3bc47a9.jpg,inflammation,images\inflammation\5b7fc589-e662-4958-8657-294ec3bc47a9.jpg,train
ed01919b-cf10-450c-a549-a23f2ab299d9.jpg,normal,images\normal\ed01919b-cf10-450c-a549-a23f2ab299d9.jpg,train
a4d912e2-7bb4-4469-b24a-3a2773b0dcf7.jpg,polyp,images\polyp\a4d912e2-7bb4-4469-b24a-3a2773b0dcf7.jpg,train
a2e4d93f-b99f-4ea0-a076-9cfbdb0ff865.jpg,ulcer,images\ulcer\a2e4d93f-b99f-4ea0-a076-9cfbdb0ff865.jpg,train
5f86bca7-1d82-4de7-aee8-cf300883a73c.jpg,polyp,images\polyp\5f86bca7-1d82-4de7-aee8-cf300883a73c.jpg,train
15464c50-8c7d-4d6a-873e-c879466f2523.jpg,inflammation,images\inflammation\15464c50-8c7d-4d6a-873e-c879466f2523.jpg,train
4e19fe08-87e5-47f6-8ac3-4ba9f21251db.jpg,inflammation,images\inflammation\4e19fe08-87e5-47f6-8ac3-4ba9f21251db.jpg,train
e0e841c2-873b-4a3a-bb0e-e412be9c7658.jpg,normal,images\normal\e0e841c2-873b-4a3a-bb0e-e412be9c7658.jpg,train
3e8ee41b-77fe-4cc4-b099-a1460b2f5d6a.jpg,polyp,images\polyp\3e8ee41b-77fe-4cc4-b099-a1460b2f5d6a.jpg,train
aec1b610-21bb-442a-a571-20f99e047b6f.jpg,polyp,images\polyp\aec1b610-21bb-442a-a571-20f99e047b6f.jpg,train
5f3c585a-058f-4a2f-87a4-4e9aafba6a0b.jpg,normal,images\normal\5f3c585a-058f-4a2f-87a4-4e9aafba6a0b.jpg,train
f33748e1-89f8-43e8-addd-349f559fb3e4.jpg,normal,images\normal\f33748e1-89f8-43e8-addd-349f559fb3e4.jpg,train
80e8e7c0-e261-4732-a684-67454f5af33f.jpg,ulcer,images\ulcer\80e8e7c0-e261-4732-a684-67454f5af33f.jpg,train
a8a16115-9c83-42c1-91f3-b2e0f06ccb99.jpg,normal,images\normal\a8a16115-9c83-42c1-91f3-b2e0f06ccb99.jpg,train
61934b4a-ee72-4111-92ed-391622ef5f4f.jpg,normal,images\normal\61934b4a-ee72-4111-92ed-391622ef5f4f.jpg,train
40395d80-d4b7-47fa-80db-3e148b54ac0e.jpg,normal,images\normal\40395d80-d4b7-47fa-80db-3e148b54ac0e.jpg,train
